"country","vaccine","median","iqr","mean","sd","range","quan_01","quan_05","quan_15","quan_25","quan_50","quan_75","quan_85","quan_95","quan_99"
"Pakistan","OPV-BD",2,"(0, 4)",3.4,"(7.32)","(-2, 95)",-2,-1,0,0,2,4,5,10,43
"Pakistan","OPV-D1",2,"(0, 4)",4.1,"(8.66)","(-8, 89)",-5,-2,-1,0,2,4,7,16.8,50.3
"Pakistan","OPV-D2",4,"(2, 7)",6.4,"(10.22)","(-8, 90)",-3,-1,0,2,4,7,11,23.1,55
"Pakistan","OPV-D3",5,"(2, 10)",8.7,"(11.8)","(-12, 107)",-3,0,1,2,5,10,16,31,57.9
"Pakistan","IPV-D1",5,"(2, 10)",9,"(12.15)","(-10, 98)",-4,-1,1,2,5,10,16,33,57.8
"Pakistan","MCV-D1",2,"(0, 6)",4.9,"(11.18)","(-41, 92)",-20,-5,-1,0,2,6,10,28,51
"Pakistan","MCV-D2",3,"(0, 6)",3.5,"(11.85)","(-61, 64)",-26,-13,-4,0,3,6,10,22,51.8
"Pakistan","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","HepB-D1",2,"(0, 4)",4.2,"(8.86)","(-8, 89)",-4.4,-2,0,0,2,4,7,17,52
"Pakistan","HepB-D2",4,"(2, 7)",6.5,"(10.51)","(-7, 103)",-3.1,-1,0,2,4,7,11,24.6,56
"Pakistan","HepB-D3",5,"(2, 10)",8.8,"(11.87)","(-6, 107)",-3,0,1,2,5,10,16,32,58.1
"Pakistan","Hib-D1",2,"(0, 4)",4.2,"(8.86)","(-8, 89)",-4.4,-2,0,0,2,4,7,17,52
"Pakistan","Hib-D2",4,"(2, 7)",6.5,"(10.51)","(-7, 103)",-3.1,-1,0,2,4,7,11,24.6,56
"Pakistan","Hib-D3",5,"(2, 10)",8.8,"(11.87)","(-6, 107)",-3,0,1,2,5,10,16,32,58.1
"Pakistan","PCV-D1",2,"(0, 4)",4.2,"(8.96)","(-8, 107)",-4.7,-2,-0.9,0,2,4,7,17,51.5
"Pakistan","PCV-D2",4,"(2, 7)",6.4,"(10.23)","(-7, 90)",-4,-1,0,2,4,7,11,23,55
"Pakistan","PCV-D3",5,"(2, 10)",8.7,"(11.79)","(-6, 107)",-3,0,1,2,5,10,16,31,57.4
"Pakistan","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","BCG",1,"(0, 3)",2.8,"(7.85)","(-2, 208)",-2,-1,-1,0,1,3,5,9,34
"Peru","DTP-D1",1,"(-1, 2)",2.7,"(11.01)","(-10, 176)",-2,-2,-1,-1,1,2,4,11,51
"Peru","DTP-D2",2,"(1, 5)",5.1,"(12.79)","(-10, 196)",-2,-1,0,1,2,5,8,21,66
"Peru","DTP-D3",2,"(0, 6)",6.8,"(15.99)","(-23, 215)",-2,-1,0,0,2,6,11,29.8,81
"Peru","OPV-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","OPV-D1",-16,"(-18, -15)",-14,"(12.05)","(-27, 148)",-19,-19,-18,-18,-16,-15,-13,-5,43.6
"Peru","OPV-D2",-58,"(-59, -55)",-54.4,"(13.94)","(-76, 118)",-62,-61,-60,-59,-58,-55,-52,-38,13.9
"Peru","OPV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","MCV-D1",3,"(1, 8)",9.2,"(21.3)","(-53, 196)",-14.5,-1,0,1,3,8,15,46,113.5
"Peru","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","HepB-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","HepB-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","HepB-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","Hib-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","Hib-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","Hib-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","PCV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","PCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","PCV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","RV-D1",1,"(0, 3)",3.3,"(10.67)","(-11, 193)",-2,-2,-1,0,1,3,6,14,44.6
"Peru","RV-D2",2,"(0, 5)",4.3,"(9.11)","(-14, 119)",-2,-1,0,0,2,5,7,15,52.8
"Peru","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philippines","BCG",1,"(0, 4)",3.8,"(8.62)","(-2, 110)",-2,-2,-1,0,1,4,8,17,51
"Philippines","DTP-D1",3,"(1, 5)",3.9,"(5.9)","(-8, 75)",-3,-1,0,1,3,5,7,12,28
"Philippines","DTP-D2",4,"(2, 7)",6,"(7.66)","(-5, 100)",-2,-1,1,2,4,7,10,18,37.4
"Philippines","DTP-D3",6,"(3, 11)",8.5,"(9.98)","(-7, 120)",-1,0,2,3,6,11,16,26,46.9
"Philippines","OPV-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philippines","OPV-D1",3,"(1, 5)",4,"(6.15)","(-8, 75)",-2.1,-1,0,1,3,5,7,13,27
"Philippines","OPV-D2",4,"(2, 8)",6.3,"(7.89)","(-7, 100)",-2,-1,1,2,4,8,11,21,38
"Philippines","OPV-D3",6,"(3, 11)",8.9,"(10.59)","(-5, 132)",-1,0,2,3,6,11,16,27.8,48
"Philippines","IPV-D1",6,"(3, 12)",8.9,"(11.73)","(-14, 135)",-8,-3,2,3,6,12,17,30,51.4
"Philippines","MCV-D1",3,"(1, 6)",4.3,"(10.22)","(-38, 83)",-30,-4,0,1,3,6,11,19,39
"Philippines","MCV-D2",3,"(0, 6)",4.3,"(10.75)","(-52, 98)",-29,-7,-1,0,3,6,10,20,51.5
"Philippines","HepB-BD",0,"(-1, 2)",1.7,"(8.27)","(-2, 106)",-2,-2,-1,-1,0,2,2,8,52
"Philippines","HepB-D1",3,"(1, 5)",3.8,"(5.98)","(-8, 75)",-5,-1,0,1,3,5,7,12,28.2
"Philippines","HepB-D2",4,"(2, 8)",6,"(7.69)","(-5, 100)",-2,-1,1,2,4,8,10,18,37.7
"Philippines","HepB-D3",6,"(3, 11)",8.6,"(10.57)","(-7, 130)",-1,0,2,3,6,11,16,26,48.3
"Philippines","Hib-D1",3,"(1, 5)",3.9,"(5.9)","(-8, 75)",-3,-1,0,1,3,5,7,12,28
"Philippines","Hib-D2",4,"(2, 7)",6,"(7.66)","(-5, 100)",-2,-1,1,2,4,7,10,18,37.4
"Philippines","Hib-D3",6,"(3, 11)",8.5,"(9.98)","(-7, 120)",-1,0,2,3,6,11,16,26,46.9
"Philippines","PCV-D1",3,"(2, 7)",5.9,"(8.52)","(-6, 77)",-2,-1,1,2,3,7,11,23,42
"Philippines","PCV-D2",4,"(2, 11)",8.3,"(10.14)","(-7, 100)",-2,0,1,2,4,11,16,29,46.3
"Philippines","PCV-D3",8,"(4, 16)",11.8,"(12.64)","(-14, 122)",-1,0,2,4,8,16,22.3,35,56.2
"Philippines","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philippines","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philippines","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rwanda","BCG",1,"(0, 3)",1.7,"(3.79)","(-2, 106)",-2,-1,0,0,1,3,3,5,9
"Rwanda","DTP-D1",1,"(0, 2)",1.2,"(2.82)","(-7, 55)",-3,-2,-1,0,1,2,3,4,8
"Rwanda","DTP-D2",2,"(0, 3)",1.8,"(3.13)","(-9, 56)",-2,-1,-1,0,2,3,4,5,9
"Rwanda","DTP-D3",2,"(0, 3)",2.6,"(5.88)","(-9, 109)",-2,-1,0,0,2,3,4,7,20.9
"Rwanda","OPV-BD",1,"(0, 2)",1.3,"(2.63)","(-2, 53)",-2,-1,-1,0,1,2,3,4,6.4
"Rwanda","OPV-D1",1,"(0, 2)",1.3,"(2.82)","(-7, 55)",-3,-2,-1,0,1,2,3,4,8
"Rwanda","OPV-D2",2,"(0, 3)",1.7,"(2.98)","(-6, 56)",-2,-1,-1,0,2,3,4,5,9
"Rwanda","OPV-D3",2,"(0, 3)",2.3,"(3.77)","(-8, 56)",-2,-1,0,0,2,3,4,7,14
"Rwanda","IPV-D1",2,"(0, 3)",2.5,"(5.29)","(-8, 109)",-2,-1,0,0,2,3,4,7,18
"Rwanda","MCV-D1",1,"(0, 3)",1.7,"(6.39)","(-36, 69)",-24,-2,-1,0,1,3,4,8,24.2
"Rwanda","MCV-D2",3,"(1, 4)",3.1,"(8.49)","(-56, 74)",-25.6,-2,0,1,3,4,6,12,33.6
"Rwanda","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rwanda","HepB-D1",1,"(0, 2)",1.2,"(2.82)","(-7, 55)",-3,-2,-1,0,1,2,3,4,8
"Rwanda","HepB-D2",2,"(0, 3)",1.8,"(3.13)","(-9, 56)",-2,-1,-1,0,2,3,4,5,9
"Rwanda","HepB-D3",2,"(0, 3)",2.6,"(5.88)","(-9, 109)",-2,-1,0,0,2,3,4,7,20.9
"Rwanda","Hib-D1",1,"(0, 2)",1.2,"(2.82)","(-7, 55)",-3,-2,-1,0,1,2,3,4,8
"Rwanda","Hib-D2",2,"(0, 3)",1.8,"(3.13)","(-9, 56)",-2,-1,-1,0,2,3,4,5,9
"Rwanda","Hib-D3",2,"(0, 3)",2.6,"(5.88)","(-9, 109)",-2,-1,0,0,2,3,4,7,20.9
"Rwanda","PCV-D1",1,"(0, 2)",1.3,"(2.89)","(-7, 55)",-3,-2,-1,0,1,2,3,4,8
"Rwanda","PCV-D2",2,"(0, 3)",1.8,"(3.12)","(-6, 56)",-2,-1,-1,0,2,3,4,5,9
"Rwanda","PCV-D3",2,"(0, 3)",2.5,"(4.74)","(-6, 65)",-2,-1,0,0,2,3,4,7,19
"Rwanda","RV-D1",1,"(0, 2)",1.4,"(3.5)","(-7, 75)",-3,-2,-1,0,1,2,3,4,8
"Rwanda","RV-D2",2,"(0, 3)",2.2,"(5.92)","(-6, 106)",-2,-1,-1,0,2,3,4,6,22.2
"Rwanda","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegal","BCG",2,"(1, 5)",3.9,"(7.17)","(-2, 106)",-1.9,-1,0,1,2,5,6,11,44.9
"Senegal","DTP-D1",2,"(0, 4)",3.5,"(6.7)","(-6, 105)",-4,-1,0,0,2,4,7,12,30
"Senegal","DTP-D2",4,"(1, 7)",5.6,"(7.89)","(-6, 113)",-2,-1,0,1,4,7,10,18,37
"Senegal","DTP-D3",5,"(3, 10)",8.7,"(10.3)","(-5, 106)",-1,0,1,3,5,10,16,28,49
"Senegal","OPV-BD",1,"(0, 2)",2,"(5.01)","(-2, 58)",-2,-2,-1,0,1,2,4,7,22.4
"Senegal","OPV-D1",2,"(0, 4.25)",3.6,"(6.84)","(-6, 105)",-3.1,-1,0,0,2,4.2,7,12.4,30.3
"Senegal","OPV-D2",4,"(1, 7)",5.8,"(8.48)","(-6, 113)",-2,-1,0,1,4,7,10,18,39.3
"Senegal","OPV-D3",5,"(3, 10.5)",8.8,"(11.08)","(-5, 112)",-1,0,1,3,5,10.5,17,28,51.2
"Senegal","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegal","MCV-D1",2,"(0, 7)",5,"(10.06)","(-38, 88)",-21,-3,0,0,2,7,12,24,45
"Senegal","MCV-D2",3,"(1, 8)",4.5,"(11.26)","(-51, 70)",-26,-15,0,1,3,8,11,22.4,40.3
"Senegal","HepB-BD",1,"(0, 2)",2.5,"(9.13)","(-2, 106)",-2,-2,-1,0,1,2,3,8.2,53.2
"Senegal","HepB-D1",2,"(0, 4)",3.5,"(6.7)","(-6, 105)",-4,-1,0,0,2,4,7,12,30
"Senegal","HepB-D2",4,"(1, 7)",5.6,"(7.89)","(-6, 113)",-2,-1,0,1,4,7,10,18,37
"Senegal","HepB-D3",5,"(3, 10)",8.7,"(10.3)","(-5, 106)",-1,0,1,3,5,10,16,28,49
"Senegal","Hib-D1",2,"(0, 4)",3.5,"(6.7)","(-6, 105)",-4,-1,0,0,2,4,7,12,30
"Senegal","Hib-D2",4,"(1, 7)",5.6,"(7.89)","(-6, 113)",-2,-1,0,1,4,7,10,18,37
"Senegal","Hib-D3",5,"(3, 10)",8.7,"(10.3)","(-5, 106)",-1,0,1,3,5,10,16,28,49
"Senegal","PCV-D1",2,"(0, 5)",3.6,"(6.84)","(-6, 105)",-4,-1,0,0,2,5,7,13,30.4
"Senegal","PCV-D2",4,"(1, 7)",5.8,"(8.31)","(-6, 113)",-2,-1,0,1,4,7,10,18,39.4
"Senegal","PCV-D3",5,"(3, 10)",9,"(11.46)","(-5, 110)",-1,0,1,3,5,10,17,29,56
"Senegal","RV-D1",2,"(0, 5)",3.8,"(7.78)","(-6, 113)",-4,-1,0,0,2,5,7,13,39.4
"Senegal","RV-D2",4,"(2, 8)",6.4,"(10.45)","(-6, 113)",-2,-1,0,2,4,8,11,21,55.5
"Senegal","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sierra Leone","BCG",1,"(0, 2)",2.7,"(7.33)","(-2, 104)",-2,-1,-1,0,1,2,4,9,47.2
"Sierra Leone","DTP-D1",2,"(0, 4)",3,"(7.64)","(-7, 104)",-4,-2,-1,0,2,4,5,12,47
"Sierra Leone","DTP-D2",3,"(1, 6)",5.5,"(9.76)","(-9, 108)",-3,-1,0,1,3,6,9,21,54.7
"Sierra Leone","DTP-D3",5,"(2, 10)",8.2,"(11.6)","(-10, 112)",-3,-1,1,2,5,10,14,30,56
"Sierra Leone","OPV-BD",1,"(0, 2)",2.3,"(6.75)","(-2, 104)",-2,-1,-1,0,1,2,4,8,43.9
"Sierra Leone","OPV-D1",1,"(0, 3)",3,"(7.68)","(-7, 104)",-5,-2,-1,0,1,3,5,12,47
"Sierra Leone","OPV-D2",3,"(1, 6)",5.5,"(9.74)","(-7, 108)",-3,-1,0,1,3,6,9,21,54
"Sierra Leone","OPV-D3",5,"(2, 10)",8.1,"(11.71)","(-10, 112)",-3,-1,0,2,5,10,14,29.8,57.6
"Sierra Leone","IPV-D1",5,"(2, 12)",9.2,"(11.96)","(-7, 112)",-3,-1,1,2,5,12,16,32,57
"Sierra Leone","MCV-D1",2,"(0, 8)",6.3,"(14.03)","(-41, 109)",-21,-7.6,-1,0,2,8,14,34,62.7
"Sierra Leone","MCV-D2",0,"(-14, 6)",-1.4,"(19.52)","(-63, 89)",-39,-26,-22,-14,0,6,14,35,66
"Sierra Leone","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sierra Leone","HepB-D1",2,"(0, 4)",3,"(7.64)","(-7, 104)",-4,-2,-1,0,2,4,5,12,47
"Sierra Leone","HepB-D2",3,"(1, 6)",5.5,"(9.76)","(-9, 108)",-3,-1,0,1,3,6,9,21,54.7
"Sierra Leone","HepB-D3",5,"(2, 10)",8.2,"(11.6)","(-10, 112)",-3,-1,1,2,5,10,14,30,56
"Sierra Leone","Hib-D1",2,"(0, 4)",3,"(7.64)","(-7, 104)",-4,-2,-1,0,2,4,5,12,47
"Sierra Leone","Hib-D2",3,"(1, 6)",5.5,"(9.76)","(-9, 108)",-3,-1,0,1,3,6,9,21,54.7
"Sierra Leone","Hib-D3",5,"(2, 10)",8.2,"(11.6)","(-10, 112)",-3,-1,1,2,5,10,14,30,56
"Sierra Leone","PCV-D1",2,"(0, 4)",3.1,"(7.82)","(-7, 104)",-4,-2,-1,0,2,4,5,12,47.3
"Sierra Leone","PCV-D2",3,"(1, 6)",5.4,"(9.62)","(-9, 108)",-3,-1,0,1,3,6,9,20,54
"Sierra Leone","PCV-D3",5,"(2, 10)",8.2,"(11.49)","(-10, 112)",-3,-1,1,2,5,10,14,29,56
"Sierra Leone","RV-D1",2,"(0, 4)",3.1,"(7.66)","(-7, 95)",-4,-2,-1,0,2,4,5,12,47.5
"Sierra Leone","RV-D2",3,"(1, 6)",5.7,"(10.31)","(-9, 109)",-3,-1,0,1,3,6,9,22,55
"Sierra Leone","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Africa","BCG",0,"(-1, 2)",1.4,"(6.44)","(-2, 55)",-2,-2,-1,-1,0,2,2,6,49.4
"South Africa","DTP-D1",1,"(-1, 2)",1.7,"(6.12)","(-6, 76)",-3,-2,-1,-1,1,2,3,6,27
"South Africa","DTP-D2",1,"(0, 3)",2.8,"(6.46)","(-7, 53)",-4.6,-2,-1,0,1,3,6,12,32.6
"South Africa","DTP-D3",2,"(0, 4)",4,"(8.24)","(-6, 59)",-4.7,-2,-1,0,2,4,8,18,46.5
"South Africa","OPV-BD",0,"(-1, 2)",1,"(4.45)","(-2, 52)",-2,-2,-1,-1,0,2,2,6,16.9
"South Africa","OPV-D1",1,"(-1, 2)",1.8,"(7.1)","(-8, 72)",-6,-2,-1,-1,1,2,3,8,41.4
"South Africa","OPV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Africa","OPV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Africa","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Africa","MCV-D1",-3,"(-14, 9)",-2.6,"(15.96)","(-28, 80)",-28,-25,-19.3,-14,-3,9,14,18,36
"South Africa","MCV-D2",27,"(25, 29)",24.9,"(14.64)","(-37, 88)",-11.1,1,8,25,27,29,31,44.5,77.7
"South Africa","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Africa","HepB-D1",1,"(-1, 2)",1.3,"(4.92)","(-6, 53)",-3,-2,-1,-1,1,2,2,6,21
"South Africa","HepB-D2",1,"(0, 3)",2.5,"(6.2)","(-7, 53)",-3,-2,-1,0,1,3,4,10,34.1
"South Africa","HepB-D3",1,"(0, 3)",3.2,"(7.15)","(-5, 53)",-3,-2,-1,0,1,3,6,14.3,43
"South Africa","Hib-D1",1,"(-1, 2)",1.7,"(6.12)","(-6, 76)",-3,-2,-1,-1,1,2,3,6,27
"South Africa","Hib-D2",1,"(0, 3)",2.8,"(6.46)","(-7, 53)",-4.6,-2,-1,0,1,3,6,12,32.6
"South Africa","Hib-D3",2,"(0, 4)",4,"(8.24)","(-6, 59)",-4.7,-2,-1,0,2,4,8,18,46.5
"South Africa","PCV-D1",1,"(-1, 2)",1.6,"(4.99)","(-6, 53)",-3.5,-2,-1,-1,1,2,3,7,22.1
"South Africa","PCV-D2",2,"(0, 4)",3.5,"(7.58)","(-3, 56)",-3,-2,-1,0,2,4,6,18,41.4
"South Africa","PCV-D3",1,"(0, 3)",3.7,"(11.1)","(-25, 107)",-19.3,-2,-1,0,1,3,6,18.3,51.7
"South Africa","RV-D1",1,"(-1, 2)",1.2,"(4.93)","(-8, 53)",-6,-2,-1,-1,1,2,2,5,16.9
"South Africa","RV-D2",1,"(0, 3)",3.4,"(8.66)","(-4, 79)",-3,-2,-1,0,1,3,5,16.9,48.3
"South Africa","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","BCG",1,"(0, 3)",3,"(7.73)","(-2, 106)",-2,-1,-1,0,1,3,5,14,40.2
"Tajikistan","DTP-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","DTP-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","DTP-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","OPV-BD",0,"(-1, 2)",1.5,"(7.76)","(-2, 105)",-2,-2,-1,-1,0,2,2,5,52
"Tajikistan","OPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","OPV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","OPV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","MCV-D1",2,"(1, 4)",3.2,"(12.82)","(-54, 88)",-50,-2,0,1,2,4,6,18,55
"Tajikistan","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","HepB-BD",0,"(-1, 2)",2.1,"(9.65)","(-2, 105)",-2,-2,-1,-1,0,2,2,6,53
"Tajikistan","HepB-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","HepB-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","HepB-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","Hib-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","Hib-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","Hib-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","PCV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","PCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","PCV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanzania","BCG",2,"(1, 6)",4.9,"(8.39)","(-2, 110)",-2,-1,0,1,2,6,9,18,41.8
"Tanzania","DTP-D1",2,"(0, 3)",2.7,"(6.02)","(-6, 107)",-3,-2,-1,0,2,3,5,10,28
"Tanzania","DTP-D2",3,"(1, 5)",4.3,"(7.16)","(-10, 110)",-3,-1,0,1,3,5,8,15,32.5
"Tanzania","DTP-D3",4,"(2, 8)",6.5,"(9.37)","(-9, 113)",-2,-1,1,2,4,8,12,23.2,53
"Tanzania","OPV-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanzania","OPV-D1",2,"(0, 3)",2.7,"(6.06)","(-7, 107)",-4,-2,-1,0,2,3,5,10,28
"Tanzania","OPV-D2",3,"(1, 5)",4.4,"(7.09)","(-10, 110)",-3,-1,0,1,3,5,8,16,34.2
"Tanzania","OPV-D3",4,"(2, 8)",6.8,"(9.85)","(-9, 113)",-2,-1,1,2,4,8,12,25,54
"Tanzania","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanzania","MCV-D1",3,"(1, 6)",5.2,"(10.03)","(-41, 103)",-16.5,-2,0,1,3,6,10,22,51.1
"Tanzania","MCV-D2",3,"(1, 9)",5.2,"(13.92)","(-59, 76)",-37.8,-15,-1,1,3,9,14,28,51.6
"Tanzania","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanzania","HepB-D1",2,"(0, 3)",2.7,"(6.02)","(-6, 107)",-3,-2,-1,0,2,3,5,10,28
"Tanzania","HepB-D2",3,"(1, 5)",4.3,"(7.16)","(-10, 110)",-3,-1,0,1,3,5,8,15,32.5
"Tanzania","HepB-D3",4,"(2, 8)",6.5,"(9.37)","(-9, 113)",-2,-1,1,2,4,8,12,23.2,53
"Tanzania","Hib-D1",2,"(0, 3)",2.7,"(6.02)","(-6, 107)",-3,-2,-1,0,2,3,5,10,28
"Tanzania","Hib-D2",3,"(1, 5)",4.3,"(7.16)","(-10, 110)",-3,-1,0,1,3,5,8,15,32.5
"Tanzania","Hib-D3",4,"(2, 8)",6.5,"(9.37)","(-9, 113)",-2,-1,1,2,4,8,12,23.2,53
"Tanzania","PCV-D1",2,"(0, 3)",2.8,"(6.22)","(-6, 107)",-3,-2,-1,0,2,3,5,10,29.6
"Tanzania","PCV-D2",3,"(1, 5)",4.5,"(7.68)","(-10, 110)",-3,-1,0,1,3,5,8,16,36.8
"Tanzania","PCV-D3",4,"(2, 8)",6.8,"(10.03)","(-7, 113)",-2,-1,1,2,4,8,12,25,55.5
"Tanzania","RV-D1",2,"(0, 3)",3,"(7.07)","(-6, 107)",-3,-2,-1,0,2,3,5,11,33.1
"Tanzania","RV-D2",3,"(1, 5)",5.1,"(9.63)","(-10, 110)",-3,-1,0,1,3,5,8,17,53.1
